id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,original_language,release_year
194,Amélie,2001-04-25,9.0162,7.9,12350,"[35, 10749]","At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",fr,2001
37169,The Human Centipede (First Sequence),2009-10-31,9.0096,5.185,2371,[27],"During a stopover in Germany in the middle of a carefree road trip through Europe, two American girls find themselves alone at night when their car breaks down in the woods. Searching for help at a nearby villa, they are wooed into the clutches of a deranged retired surgeon, who has a very disturbed vision.",en,2009
8467,Dumb and Dumber,1994-12-16,9.0079,6.655,6687,[35],"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",en,1994
345940,The Meg,2018-08-09,9.0077,6.246,8159,"[28, 878, 27]","A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",en,2018
50546,Just Go with It,2011-02-10,9.004,6.704,6094,"[35, 10749]","While romancing Palmer, a much younger schoolteacher, plastic surgeon Danny Maccabee enlists his loyal assistant Katherine to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, Katherine's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",en,2011
1280450,Stolen Girl,2025-09-04,8.9936,6.122,164,"[53, 28, 12]","In 1993, Maureen’s six-year-old daughter Amina is snuck out of the country by her ex-husband, Karim. After years of unsuccessful attempts to find her, Maureen intersects with a professional retriever of internationally abducted children who promises to help her find Amina in exchange for her collaboration.",en,2025
124905,Godzilla,2014-05-14,8.9935,6.354,9730,"[28, 18, 878]","Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",en,2014
427641,Rampage,2018-04-11,8.9724,6.446,7477,"[28, 12, 878]","Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.",en,2018
82693,Silver Linings Playbook,2012-11-16,8.9624,7.151,12613,"[18, 35, 10749]","After losing his job and wife, and spending time in an institution, a former teacher winds up living with his parents. He wants to rebuild his life and reconcile with his wife, but his father would be happy if he shared his obsession with the Philadelphia Eagles. Things get complicated when he meets Tiffany Maxwell who offers to help him reconnect with his wife if he will do something very important for her in exchange.",en,2012
545609,Extraction,2020-04-23,8.9541,7.291,6578,"[28, 53]",A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,en,2020
868759,Ghosted,2023-04-18,8.9496,6.876,2167,"[28, 35, 10749]","Salt-of-the-earth Cole falls head over heels for enigmatic Sadie—but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",en,2023
400155,Hotel Transylvania 3: Summer Vacation,2018-06-28,8.9434,6.851,4686,"[16, 35, 10751, 14]","Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",en,2018
335988,Transformers: The Last Knight,2017-06-16,8.9428,6.05,6669,"[28, 12, 878]","Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.",en,2017
70160,The Hunger Games,2012-03-12,8.9395,7.222,23226,"[878, 12, 28, 53]","In a dystopian society where the Capitol forces each district to send two young tributes to fight to the death in a televised spectacle, a girl volunteers to take her sister’s place, setting the stage for a struggle of survival and defiance.",en,2012
916224,Suzume,2022-11-11,8.9257,7.881,1714,"[16, 18, 12, 14]","Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",ja,2022
986097,HIM,2025-09-18,8.9226,5.666,358,"[27, 9648]","After suffering a potentially career-ending brain trauma, Cameron Cade receives a lifeline when his hero, legendary eight-time Championship quarterback and cultural megastar Isaiah White, offers to train Cam at Isaiah's isolated compound that he shares with his celebrity influencer wife. But as Cam's training accelerates, Isaiah's charisma begins to curdle into something darker.",en,2025
76493,The Dictator,2012-05-15,8.9208,6.2,6409,[35],The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,en,2012
615677,We Can Be Heroes,2020-12-25,8.9181,5.951,811,"[10751, 28, 14, 35]","When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",en,2020
122906,About Time,2013-09-04,8.9161,7.905,9216,"[18, 10749, 14]","The night after another unsatisfactory New Year's party, Tim's father reveals to him that the men in their family have the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",en,2013
580489,Venom: Let There Be Carnage,2021-09-30,8.8915,6.745,11129,"[878, 28, 12]","After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",en,2021
9316,Ong-Bak,2003-01-31,8.8899,7.134,1866,"[28, 80, 53]","When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it.",th,2003
87827,Life of Pi,2012-11-20,8.8875,7.407,13726,"[12, 18]","The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",en,2012
331482,Little Women,2019-12-25,8.8834,7.9,6802,"[18, 10749]",Four sisters come of age in America in the aftermath of the Civil War.,en,2019
397243,The Autopsy of Jane Doe,2016-12-21,8.869,6.837,4689,"[27, 9648]","Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",en,2016
119450,Dawn of the Planet of the Apes,2014-07-08,8.8679,7.338,12181,"[878, 28, 18, 53]","A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",en,2014
393,Kill Bill: Vol. 2,2004-04-16,8.8445,7.877,14996,"[28, 80, 53]","The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",en,2004
141,Donnie Darko,2001-01-19,8.8386,7.8,13352,"[14, 18, 9648]","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",en,2001
9312,Mortal Kombat,1995-08-18,8.8343,5.9,2513,"[28, 14]","For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes.",en,1995
725201,The Gray Man,2022-07-13,8.8183,6.901,4199,"[28, 53]","When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",en,2022
530254,The Witch: Part 1. The Subversion,2018-06-27,8.8178,7.898,725,"[28, 9648, 878]","Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.",ko,2018
8961,Bad Boys II,2003-07-18,8.8172,6.656,5909,"[28, 80, 35]","Detectives Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force are tasked with stopping the flow of the drug Ecstasy into Miami. They track the drugs to the whacked-out Cuban drug lord Johnny Tapia, who is also involved in a bloody war with Russian and Haitian mobsters. If that isn't bad enough, there's tension between the two detectives when Marcus discovers that playboy Mike is secretly romancing Marcus’ sister, Syd.",en,2003
882598,Smile,2022-09-23,8.7996,6.667,4019,"[27, 9648]","After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.",en,2022
109428,Evil Dead,2013-04-05,8.7948,6.588,4984,[27],"Mia, a drug addict, is determined to kick the habit. To that end, she asks her brother, David, his girlfriend, Natalie and their friends Olivia and Eric to accompany her to their family's remote forest cabin to help her through withdrawal. Eric finds a mysterious Book of the Dead at the cabin and reads aloud from it, awakening an ancient demon. All hell breaks loose when the malevolent entity possesses Mia.",en,2013
480530,Creed II,2018-11-21,8.7911,7.027,5766,"[18, 28]","Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",en,2018
2048,"I, Robot",2004-07-15,8.7821,7.0,12594,"[28, 878]","In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",en,2004
1079091,It Ends with Us,2024-08-07,8.7779,6.937,1908,"[18, 10749]","When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",en,2024
476669,The King's Man,2021-12-22,8.7774,6.713,5030,"[28, 12, 53]","As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",en,2021
1198984,We Bury the Dead,2026-01-01,8.7744,6.003,188,"[27, 53]","After a catastrophic military disaster, the dead don't just rise - they hunt. Ava searches for her missing husband, but what she finds is far more terrifying.",en,2026
274857,King Arthur: Legend of the Sword,2017-05-10,8.7701,6.555,6030,"[28, 18, 14]","When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",en,2017
1267319,Mantis,2025-09-25,8.7333,6.358,162,"[28, 80, 53]","The secret society of contract killers falls into chaos, unleashing a new breed of assassins. With old rules in ruins, who dares claim the shadows?",ko,2025
1159311,My Hero Academia: You're Next,2024-08-02,8.7309,7.183,208,"[16, 28, 12, 878]","In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",ja,2024
10527,Madagascar: Escape 2 Africa,2008-10-30,8.726,6.524,7397,"[12, 16, 35, 10751]","Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",en,2008
339846,Baywatch,2017-05-25,8.7081,6.083,8478,"[35, 28, 80]","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",en,2017
810,Shrek the Third,2007-05-17,8.708,6.306,9732,"[14, 12, 16, 35, 10751]","The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",en,2007
9880,The Princess Diaries,2001-08-03,8.7044,7.0,5252,"[35, 10751, 10749]","A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",en,2001
370663,Below Her Mouth,2017-02-10,8.6936,6.792,1277,"[18, 10749]",An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,en,2017
840326,Sisu,2022-09-09,8.6867,7.409,2805,"[28, 10752, 53]","When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, German soldiers led by a brutal SS officer battle him.",fi,2022
843,In the Mood for Love,2000-09-29,8.6863,8.089,3230,"[18, 10749]","In 1960s Hong Kong, two neighbors form an intimate bond after making a discovery about their spouses in this visually stunning tale of unrequited love.",cn,2000
1084736,The Count of Monte Cristo,2024-06-28,8.6811,7.911,2003,"[12, 28, 18]","Edmond Dantès becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",fr,2024
37724,Skyfall,2012-10-24,8.6726,7.26,16078,"[28, 12, 53]","When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",en,2012
13053,Bolt,2008-11-21,8.6627,6.538,6466,"[16, 10751, 12, 35]","Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",en,2008
299054,Expend4bles,2023-09-15,8.6602,6.072,1867,"[28, 12, 53]","Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",en,2023
447404,Pokémon Detective Pikachu,2019-05-03,8.659,6.906,7321,"[28, 12, 14]","In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",en,2019
118340,Guardians of the Galaxy,2014-07-30,8.6378,7.905,29606,"[28, 878, 12]","Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",en,2014
32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,8.6224,6.211,7793,"[12, 14, 10751]","Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",en,2010
44833,Battleship,2012-04-11,8.6155,5.885,5914,"[53, 28, 12, 878]","When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",en,2012
6435,Practical Magic,1998-10-16,8.6147,6.776,1699,"[10749, 35, 14]","Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.",en,1998
4982,American Gangster,2007-11-02,8.6072,7.588,5998,"[18, 80]","Loosely based on the criminal career of Frank Lucas, a gangster from La Grange, North Carolina, who smuggled heroin into the United States on American service planes returning from the Vietnam War, before being detained by a task force led by Newark Detective Richie Roberts.",en,2007
682507,Where the Crawdads Sing,2022-07-14,8.607,7.527,2288,"[18, 9648, 10749]","Abandoned by her family, Kya raises herself all alone in the marshes outside of her small town. When her former boyfriend is found dead, Kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder.",en,2022
629542,The Bad Guys,2022-03-17,8.6068,7.5,2528,"[28, 16, 35, 80, 10751]","When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",en,2022
1196573,She Rides Shotgun,2025-07-31,8.6009,7.0,269,"[28, 53, 80]","Newly released from prison and marked for death by unrelenting enemies, Nate must now protect his estranged 9-year-old daughter, Polly, at all costs. With scant resources and no one to trust, Nate and Polly forge a bond under fire as he shows her how to fight and survive—and she teaches him the true meaning of unconditional love.",en,2025
752,V for Vendetta,2006-02-23,8.5973,7.9,15496,"[28, 53, 878]","In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",en,2006
198184,Chappie,2015-03-04,8.589,6.788,8436,"[80, 28, 878]","Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",en,2015
376867,Moonlight,2016-10-21,8.5749,7.358,7510,[18],"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",en,2016
259694,How to Be Single,2016-02-08,8.5735,6.253,3352,"[35, 10749]","New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",en,2016
9737,Bad Boys,1995-04-07,8.5708,6.828,6917,"[28, 35, 80, 53]","Marcus Burnett is a henpecked family man. Mike Lowrey is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",en,1995
624860,The Matrix Resurrections,2021-12-16,8.567,6.333,6429,"[878, 28, 12]","Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",en,2021
989662,A Different Man,2024-08-24,7.7782,6.937,434,"[35, 18, 53]",Aspiring actor Edward undergoes a radical medical procedure to drastically transform his appearance. But his new dream face quickly turns into a nightmare.,en,2024
459151,The Boss Baby: Family Business,2021-07-01,8.5068,7.331,2681,"[16, 35, 12, 10751]",The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,en,2021
508943,Luca,2021-06-17,8.5373,7.783,8920,"[16, 35, 18, 10751, 14]",Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,en,2021
614934,Elvis,2022-06-22,8.3014,7.462,3861,"[10402, 36, 18]","The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",en,2022
1008042,Talk to Me,2023-07-26,8.4042,7.135,3696,[27],"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",en,2023
12429,Ponyo,2008-07-19,9.8217,7.754,4783,"[16, 14, 10751]","When Sosuke, a young boy who lives on a clifftop overlooking the sea, rescues a stranded goldfish named Ponyo, he discovers more than he bargained for. Ponyo is a curious, energetic young creature who yearns to be human, but even as she causes chaos around the house, her father, a powerful sorcerer, schemes to return Ponyo to the sea.",ja,2008
8078,Alien Resurrection,1997-11-12,8.3292,6.2,5516,"[878, 27, 28]","Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",en,1997
157350,Divergent,2014-03-14,7.4048,6.904,13425,"[28, 12, 878]","In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",en,2014
39514,RED,2010-10-13,7.5395,6.706,7119,"[28, 12, 35, 80, 53]","After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",en,2010
587,Big Fish,2003-12-10,7.9892,7.758,7730,"[12, 14, 18]","Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",en,2003
957,Spaceballs,1987-06-24,7.9853,6.866,3372,"[35, 878]","When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",en,1987
62211,Monsters University,2013-06-19,8.2276,7.0,11267,"[16, 10751]",A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,en,2013
87,Indiana Jones and the Temple of Doom,1984-05-23,8.4713,7.308,10074,"[12, 28]","After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",en,1984
9584,Convoy,1978-06-27,8.4699,6.293,421,"[28, 35, 18]","Trucker Rubber Duck and his buddies Pig Pen, Widow Woman and Spider Mike use their CB radios to warn one another of the presence of cops. But conniving Sheriff Wallace is hip to the truckers' tactics, and begins tricking the drivers through his own CB broadcasts. Facing constant harassment from the law, Rubber Duck and his pals use their radios to coordinate a vast convoy and rule the road.",en,1978
398978,The Irishman,2019-11-01,8.4672,7.575,7467,"[80, 18, 36]","Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",en,2019
333484,The Magnificent Seven,2016-09-14,8.458,6.486,6372,"[12, 28, 37]","Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.",en,2016
652837,"Josee, the Tiger and the Fish",2020-12-25,8.4538,8.255,591,"[16, 18, 10749]","With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",ja,2020
10882,Sleeping Beauty,1959-02-17,8.4524,6.941,5456,"[14, 16, 10749, 10751]","Cursed to die by the evil fairy Maleficent when she was a baby, Princess Aurora is sent into hiding under protection from three good fairies. As she grows up far away, Maleficent becomes increasingly determined to seal the princess's fate.",en,1959
1562,28 Weeks Later,2007-04-26,8.4505,6.604,5519,"[27, 53, 878]","Twenty-eight weeks after the spread of a deadly rage virus, the inhabitants of the British Isles have lost their battle against the onslaught, as the virus has killed everyone there. Six months later, a group of Americans dare to set foot on the Isles, convinced the danger has passed. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",en,2007
567,Rear Window,1954-08-01,8.4332,8.339,7127,"[53, 9648, 18]",A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,en,1954
1924,Superman,1978-12-14,8.424,7.16,4249,"[878, 28, 12]","Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",en,1978
95,Armageddon,1998-07-01,8.417,6.83,8532,"[28, 53, 878, 12]","When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",en,1998
9836,Happy Feet,2006-11-16,8.4109,6.2,5434,"[16, 35, 10751]","Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",en,2006
1111873,Abigail,2024-04-16,8.4067,6.671,2043,"[27, 53]","A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",en,2024
1285965,Dangerous Animals,2025-06-05,8.403,6.414,545,"[27, 53]","A savvy and free-spirited surfer is abducted by a shark-obsessed serial killer. Held captive on his boat, she must figure out how to escape before he carries out a ritualistic feeding to the sharks below.",en,2025
1244492,Look Back,2024-06-28,8.4019,8.056,528,"[16, 18]","Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.",ja,2024
1480382,The Voice of Hind Rajab,2025-09-10,8.4014,8.065,279,"[18, 36]","January 29, 2024. Red Crescent volunteers receive an emergency call. A five-year old girl is trapped in a car under fire in Gaza, pleading for rescue. While trying to keep her on the line, they do everything they can to get an ambulance to her. Her name was Hind Rajab.",ar,2025
695721,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,8.4009,6.986,3474,"[878, 28]","64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",en,2023
533514,Violet Evergarden: The Movie,2020-09-18,8.3982,8.292,504,"[16, 18, 14, 10749]","As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",ja,2020
273248,The Hateful Eight,2015-12-25,8.3943,7.8,15216,"[18, 9648, 37]",Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,en,2015
86331,Desire,2011-10-06,8.3909,6.281,1358,"[18, 10749]","In a social context deteriorated by a countrywide economic crisis, the life of several people will be turned upside down after they meet Cécile, a character who symbolizes desire.",fr,2011
290859,Terminator: Dark Fate,2019-10-23,8.3893,6.416,5633,"[878, 28, 12, 53]","Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",en,2019
13183,Watchmen,2009-03-04,8.3887,7.352,9940,"[9648, 28, 878]","In a gritty and alternate 1985, the glory days of costumed vigilantes have been brought to a close by a government crackdown. But after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so they uncover a sinister plot that puts all of humanity in grave danger.",en,2009
8769,Christine,1983-12-09,8.3851,6.878,2219,[27],"Nerdy high schooler Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",en,1983
